municipio,estado,bioma,latitude,longitude,municipio_y,probabilidade,semana,precipitacao_total,dias_sem_chuva_max
BEBEDOURO,SÃO PAULO,Cerrado,-20.907418,-48.482412,415,0.9809777,25,29.710108648105553,8.125
BEBEDOURO,SÃO PAULO,Mata Atlântica,-21.009330000000002,-48.653600000000004,415,0.9809777,25,29.710108648105553,8.125
BEBERIBE,CEARÁ,Caatinga,-4.371256666666667,-38.06574555555555,416,0.9842554,25,30.292374141725684,10.944444444444445
BELA CRUZ,CEARÁ,Caatinga,-3.0345753846153847,-40.25029769230769,417,0.9842554,25,30.29773277124265,9.458333333333334
BELA VISTA,MATO GROSSO DO SUL,Cerrado,-21.917361620689654,-56.464667517241374,418,0.9900135,25,30.467725314060477,4.554054054054054
BELA VISTA DE GOIÁS,GOIÁS,Cerrado,-16.915973846153847,-48.96664,419,0.9870956,25,27.18916074651079,21.75
BELA VISTA DE MINAS,MINAS GERAIS,Mata Atlântica,-19.799107499999998,-43.122614999999996,420,0.97880596,25,31.489915408691502,46.75
BELA VISTA DO MARANHÃO,MARANHÃO,Amazônia,-3.77798,-45.2577675,421,0.9949108,25,30.49240443272913,5.875
BELA VISTA DO PIAUÍ,PIAUÍ,Caatinga,-7.952332857142857,-41.90340571428572,422,0.00075398345,25,34.48130986392827,2.5
BELFORD ROXO,RIO DE JANEIRO,Mata Atlântica,-22.701655000000002,-43.350139999999996,423,0.9773989,25,42.89772464335397,5.5
BELMIRO BRAGA,MINAS GERAIS,Mata Atlântica,-22.023124000000003,-43.464678,424,0.97028077,25,40.68703217920765,9.5
BELMONTE,BAHIA,Mata Atlântica,-15.960525238095236,-39.00918,425,0.98928064,25,29.797705211015682,5.9
BELO CAMPO,BAHIA,Caatinga,-14.84118,-41.22834,426,0.979512,25,30.485854358430494,27.0
BELO CAMPO,BAHIA,Mata Atlântica,-15.071050833333333,-41.21450166666667,426,0.979512,25,30.485854358430494,27.0
BELO HORIZONTE,MINAS GERAIS,Cerrado,-19.80097,-43.9525,427,0.9824912,25,24.182480065727745,7.25
BELO HORIZONTE,MINAS GERAIS,Mata Atlântica,-19.94019,-43.96279666666667,427,0.9824912,25,24.182480065727745,7.25
BELO JARDIM,PERNAMBUCO,Caatinga,-8.27728,-36.397088333333336,428,0.9835802,25,26.020863629504344,14.166666666666666
BELO MONTE,ALAGOAS,Caatinga,-9.831742857142856,-37.154114285714286,429,0.98968375,25,24.98935988752567,6.666666666666667
BELO ORIENTE,MINAS GERAIS,Mata Atlântica,-19.262913333333334,-42.486393,430,0.97258544,25,34.16578847760835,57.333333333333336
BELO VALE,MINAS GERAIS,Mata Atlântica,-20.45586833333333,-44.010145,431,0.9788698,25,26.235180515024563,18.75
BELTERRA,PARÁ,Amazônia,-3.044440101010101,-54.90268260606061,432,0.99751556,25,31.114372206877256,3.267123287671233
BELÁGUA,MARANHÃO,Cerrado,-3.1612147368421053,-43.48431578947368,433,0.9905629,25,28.48818633327466,14.588235294117647
BELÉM,PARAÍBA,Caatinga,-6.6925349999999995,-35.4901,434,0.99580103,25,27.24263510920769,3.2857142857142856
BELÉM,PARÁ,Amazônia,-1.155884,-48.374216000000004,434,0.99580103,25,27.24263510920769,3.2857142857142856
BELÉM DO BREJO DO CRUZ,PARAÍBA,Caatinga,-6.1482,-37.444543333333336,435,0.98427594,25,23.7716955747462,8.75
BELÉM DO PIAUÍ,PIAUÍ,Caatinga,-7.360046666666666,-40.99651666666667,436,0.96087027,25,33.85480892936017,6.666666666666667
BELÉM DO SÃO FRANCISCO,PERNAMBUCO,Caatinga,-8.662486666666666,-39.028398333333335,437,0.98551416,25,32.85142534936347,6.916666666666667
BENEDITINOS,PIAUÍ,Caatinga,-5.444298888888889,-42.40311,438,0.963863,25,33.453083514844415,8.0
BENEDITO LEITE,MARANHÃO,Cerrado,-7.129593360995851,-44.56861747302904,439,0.98964053,25,29.143180128818276,15.693661971830986
BENEDITO NOVO,SANTA CATARINA,Mata Atlântica,-26.68427,-49.39561,440,0.96291286,25,36.41185128131303,8.0
BENEVIDES,PARÁ,Amazônia,-1.29567,-48.25804,441,0.012791477,25,21.908577758204473,2.0
BENJAMIN CONSTANT,AMAZONAS,Amazônia,-4.345289999999999,-69.88666666666667,442,0.006320022,25,24.38840604283619,1.375
BENTO DE ABREU,SÃO PAULO,Mata Atlântica,-21.410543333333333,-50.963228333333326,443,0.98183477,25,32.8428556332658,5.166666666666667
BEQUIMÃO,MARANHÃO,Amazônia,-2.40837875,-44.844415,444,0.9964663,25,38.206676688295396,5.8125
BERILO,MINAS GERAIS,Cerrado,-16.766783333333333,-42.481453333333334,445,0.98549217,25,32.24719591002252,32.5
BERIZAL,MINAS GERAIS,Mata Atlântica,-15.678734,-41.762828,446,0.9843329,25,24.155465670892006,22.1
BERNARDINO BATISTA,PARAÍBA,Caatinga,-6.487856666666667,-38.56507,447,0.98383915,25,24.594327504519793,31.25
BERNARDINO DE CAMPOS,SÃO PAULO,Mata Atlântica,-22.94411,-49.45238,448,0.986067,25,23.871422793233844,7.0
BERNARDO DO MEARIM,MARANHÃO,Cerrado,-4.686621428571429,-44.64241214285715,449,0.9867343,25,33.58493067717101,4.1
BERNARDO SAYÃO,TOCANTINS,Amazônia,-8.050982,-48.933664,450,0.99509037,25,28.96712533647002,9.4
BERTIOGA,SÃO PAULO,Mata Atlântica,-23.845,-46.14754,451,0.9993987,25,14.487951409304426,0.5
BERTOLÍNIA,PIAUÍ,Caatinga,-7.726943809523809,-43.79217480952381,452,0.9702968,25,30.456674907269452,22.91549295774648
BERTOLÍNIA,PIAUÍ,Cerrado,-7.765971428571429,-43.907070142857144,452,0.9702968,25,30.456674907269452,22.91549295774648
BERTÓPOLIS,MINAS GERAIS,Mata Atlântica,-16.91814,-40.58162,453,0.98898405,25,28.709521639477362,3.5
BERURI,AMAZONAS,Amazônia,-4.618468571428571,-61.96342464285714,454,0.99344444,25,35.02603732659539,3.125
BETIM,MINAS GERAIS,Cerrado,-19.870730000000002,-44.204674999999995,455,0.9746017,25,31.305075261703262,20.866666666666667
BETIM,MINAS GERAIS,Mata Atlântica,-19.962363571428572,-44.18779142857143,455,0.9746017,25,31.305075261703262,20.866666666666667
BETÂNIA,PERNAMBUCO,Caatinga,-8.23212,-38.05177333333334,456,0.9603226,25,35.59192946002735,16.666666666666668
BETÂNIA DO PIAUÍ,PIAUÍ,Caatinga,-8.144342222222223,-40.790749999999996,457,0.97964543,25,26.630496327370892,38.5625
BEZERROS,PERNAMBUCO,Caatinga,-8.35811,-35.8217,458,0.98898405,25,28.895379009050362,10.0
BEZERROS,PERNAMBUCO,Mata Atlântica,-8.11506,-35.67263,458,0.98898405,25,28.895379009050362,10.0
BIAS FORTES,MINAS GERAIS,Mata Atlântica,-21.554485,-43.80955,459,0.979545,25,26.208369835920404,3.75
BIGUAÇU,SANTA CATARINA,Mata Atlântica,-27.39975,-48.76068,460,0.0005740241,25,48.006639855790375,0.5
BILAC,SÃO PAULO,Mata Atlântica,-21.43013,-50.52202,461,0.9814472,25,29.27275779568008,4.5
BIQUINHAS,MINAS GERAIS,Cerrado,-18.76518,-45.60218,462,8.599467e-05,25,51.57289492127536,1.5
BIRIGUI,SÃO PAULO,Mata Atlântica,-21.31367,-50.35876,463,0.974551,25,39.48767092150604,8.0
BIRITIBA MIRIM,SÃO PAULO,Mata Atlântica,-23.593739999999997,-46.045716666666664,464,0.9809775,25,30.909094706172805,7.5
BIRITINGA,BAHIA,Caatinga,-11.57108,-38.75036,465,0.96426547,25,34.21887166994953,9.666666666666666
BITURUNA,PARANÁ,Mata Atlântica,-26.176476363636365,-51.54378727272728,466,0.9913589,25,33.37314640796625,3.85
BLUMENAU,SANTA CATARINA,Mata Atlântica,-26.86233,-49.09217,467,0.00081984693,25,36.140886679521905,2.5
BOA ESPERANÇA,ESPÍRITO SANTO,Mata Atlântica,-18.501105,-40.360614999999996,468,0.9820226,25,28.564813371525133,24.11111111111111
BOA ESPERANÇA,MINAS GERAIS,Cerrado,-21.035140000000002,-45.62784571428572,468,0.9820226,25,28.564813371525133,24.11111111111111
BOA ESPERANÇA,MINAS GERAIS,Mata Atlântica,-21.03716,-45.85276,468,0.9820226,25,28.564813371525133,24.11111111111111
BOA ESPERANÇA DO IGUAÇU,PARANÁ,Mata Atlântica,-25.68286,-53.24075,469,0.0020903223,25,23.44100236537476,0.5
BOA ESPERANÇA DO SUL,SÃO PAULO,Cerrado,-21.91160608695652,-48.50289830434783,470,0.98251337,25,29.20953432406129,5.541666666666667
BOA HORA,PIAUÍ,Caatinga,-4.334898888888889,-42.10017888888889,471,0.9758154,25,37.30974920641156,11.722222222222221
BOA NOVA,BAHIA,Mata Atlântica,-14.38985375,-40.2295975,472,0.98757356,25,31.533405362335888,13.5625
BOA VENTURA,PARAÍBA,Caatinga,-7.439170000000001,-38.17604,473,0.97729665,25,35.25128139944039,3.5
BOA VIAGEM,CEARÁ,Caatinga,-5.1184465999999995,-39.8051674,474,0.9873461,25,31.957092214606757,26.113636363636363
BOA VISTA,RORAIMA,Amazônia,3.0963471354166665,-60.741927640625,475,0.9973386,25,29.27560516597374,6.431192660550459
BOA VISTA DA APARECIDA,PARANÁ,Mata Atlântica,-25.38018,-53.4231,476,0.98090476,25,41.76634797022726,3.0
BOA VISTA DO GURUPI,MARANHÃO,Amazônia,-1.76133,-46.19228636363636,477,0.99752206,25,29.392858714195864,8.55
BOA VISTA DO INCRA,RIO GRANDE DO SUL,Pampa,-28.77674,-53.52798,478,0.98632103,25,39.70860626624845,3.0
BOA VISTA DO RAMOS,AMAZONAS,Amazônia,-3.0892352272727277,-57.757292727272734,479,0.0052498193,25,31.45495317479402,2.8472222222222223
BOA VISTA DO TUPIM,BAHIA,Caatinga,-12.821761363636364,-40.615019545454544,480,0.98427594,25,23.43122141502276,17.69047619047619
BOCA DA MATA,ALAGOAS,Mata Atlântica,-9.66456,-36.191088,481,0.9879268,25,24.09044514517386,12.25
BOCA DO ACRE,AMAZONAS,Amazônia,-9.006767887700535,-67.67929869652407,482,0.99372584,25,34.19374021283383,4.461538461538462
BOCAINA,PIAUÍ,Caatinga,-6.955955555555556,-41.34071888888889,483,0.98360485,25,29.35120681245385,8.708333333333334
BOCAINA,SÃO PAULO,Cerrado,-22.103416666666664,-48.52406666666667,483,0.98360485,25,29.35120681245385,8.708333333333334
BOCAINA,SÃO PAULO,Mata Atlântica,-22.17864,-48.56566,483,0.98360485,25,29.35120681245385,8.708333333333334
BOCAINA DE MINAS,MINAS GERAIS,Mata Atlântica,-22.212435,-44.52699,484,0.97762877,25,33.62817020379339,6.25
BOCAINA DO SUL,SANTA CATARINA,Mata Atlântica,-27.73842,-49.94505,485,0.0023026185,25,32.99634925855321,2.5
BOCAIÚVA,MINAS GERAIS,Cerrado,-17.362784541666667,-43.75575870833333,486,0.98669004,25,34.241138308453934,24.291666666666668
BOCAIÚVA DO SUL,PARANÁ,Mata Atlântica,-25.1759725,-49.04043,487,0.9788698,25,26.10794673343674,3.0
BODOCÓ,PERNAMBUCO,Caatinga,-7.5900813461538466,-39.981345,488,0.9848251,25,29.787674431852516,19.533333333333335
BODOQUENA,MATO GROSSO DO SUL,Cerrado,-20.492488620689652,-56.57380827586206,489,0.98264486,25,30.780274527142083,8.229166666666666
BODÓ,RIO GRANDE DO NORTE,Caatinga,-6.04025,-36.44752,490,0.9716439,25,30.624077905922007,27.5
BOFETE,SÃO PAULO,Cerrado,-23.24668,-48.41519,491,0.0013809608,25,38.860289996478734,2.0
BOITUVA,SÃO PAULO,Mata Atlântica,-23.24821,-47.62004,492,0.99999857,25,15.51219700384856,21.5
BOM CONSELHO,PERNAMBUCO,Caatinga,-9.21319142857143,-36.701342857142855,493,0.9870467,25,32.54518615175814,16.071428571428573
BOM DESPACHO,MINAS GERAIS,Cerrado,-19.701393333333332,-45.310575,494,0.98684686,25,32.2035252120451,14.666666666666666
BOM JARDIM,MARANHÃO,Amazônia,-3.970853194888179,-46.500377757188495,495,0.9975325,25,31.57670908084521,9.825842696629213
BOM JARDIM,RIO DE JANEIRO,Mata Atlântica,-22.17268,-42.383223333333326,495,0.9975325,25,31.57670908084521,9.825842696629213
BOM JARDIM DA SERRA,SANTA CATARINA,Mata Atlântica,-28.460973809523807,-49.64867666666667,496,0.0011492841,25,28.66587086143117,2.5357142857142856
BOM JARDIM DE GOIÁS,GOIÁS,Cerrado,-16.23765677419355,-52.18281032258065,497,0.98886186,25,31.250486749168,31.321428571428573
BOM JARDIM DE MINAS,MINAS GERAIS,Mata Atlântica,-21.9608395,-44.067839500000005,498,0.9999987,25,12.856746981694588,14.5
BOM JESUS,PARAÍBA,Caatinga,-6.8339099999999995,-38.641510000000004,499,0.98886186,25,31.444469014521527,12.720125786163521
BOM JESUS,PIAUÍ,Cerrado,-9.199479620253165,-44.75866066455696,499,0.98886186,25,31.444469014521527,12.720125786163521
BOM JESUS,RIO GRANDE DO SUL,Mata Atlântica,-28.57866112903226,-50.38540129032258,499,0.98886186,25,31.444469014521527,12.720125786163521
BOM JESUS DA LAPA,BAHIA,Caatinga,-13.266214761904761,-43.23801928571429,500,0.9873461,25,32.01077091816182,11.03448275862069
BOM JESUS DA LAPA,BAHIA,Cerrado,-13.275345600000001,-43.5072208,500,0.9873461,25,32.01077091816182,11.03448275862069
BOM JESUS DA SERRA,BAHIA,Caatinga,-14.400042857142855,-40.57496571428572,501,0.9634965,25,34.64303443309158,8.5
BOM JESUS DAS SELVAS,MARANHÃO,Amazônia,-4.600711764705882,-46.64992193277311,502,0.9976121,25,30.326192663482946,11.511627906976743
BOM JESUS DE GOIÁS,GOIÁS,Cerrado,-18.251706666666667,-49.906326666666665,503,0.0011146246,25,24.40345754438959,1.5
BOM JESUS DE GOIÁS,GOIÁS,Mata Atlântica,-18.2601,-49.59805,503,0.0011146246,25,24.40345754438959,1.5
BOM JESUS DO AMPARO,MINAS GERAIS,Cerrado,-19.723035,-43.47289,504,0.98264486,25,30.728575450576677,59.25
BOM JESUS DO ARAGUAIA,MATO GROSSO,Amazônia,-12.072113666666667,-51.901238000000006,505,0.99751556,25,31.012735630332145,20.38888888888889
BOM JESUS DO ARAGUAIA,MATO GROSSO,Cerrado,-12.3801988,-51.5038136,505,0.99751556,25,31.012735630332145,20.38888888888889
BOM JESUS DO GALHO,MINAS GERAIS,Mata Atlântica,-19.783287666666666,-42.36364122222222,506,0.9809777,25,30.249830680279146,49.833333333333336
BOM JESUS DO ITABAPOANA,RIO DE JANEIRO,Mata Atlântica,-21.21386,-41.51797,507,0.00033156425,25,40.71987941388308,1.5
BOM JESUS DO TOCANTINS,PARÁ,Amazônia,-4.980416909090909,-48.74826090909092,508,0.9972537,25,28.068085120546105,6.936842105263158
BOM JESUS DO TOCANTINS,TOCANTINS,Cerrado,-9.02680014516129,-47.891004048387096,508,0.9972537,25,28.068085120546105,6.936842105263158
BOM JESUS DOS PERDÕES,SÃO PAULO,Mata Atlântica,-23.21515,-46.47819,509,0.9999987,25,13.075307221548478,5.0
BOM LUGAR,MARANHÃO,Amazônia,-4.4051425,-44.9926425,510,0.9979534,25,26.70072451567633,9.5
BOM PRINCÍPIO DO PIAUÍ,PIAUÍ,Caatinga,-3.1433315384615383,-41.64113384615385,511,0.9830595,25,31.5564204877466,13.884615384615385
BOM REPOUSO,MINAS GERAIS,Mata Atlântica,-22.38972,-46.24183,512,0.0007471118,25,38.15437008722329,2.0
BOM RETIRO,SANTA CATARINA,Mata Atlântica,-27.81095,-49.43253,513,0.9778651,25,49.69714832289111,6.5
BOM SUCESSO,MINAS GERAIS,Mata Atlântica,-21.006087142857144,-44.82798571428572,514,0.98360485,25,29.565230545647868,10.625
BOM SUCESSO,PARANÁ,Mata Atlântica,-23.731386666666666,-51.804458333333336,514,0.98360485,25,29.565230545647868,10.625
BOM SUCESSO,PARAÍBA,Caatinga,-6.4692725,-37.9488525,514,0.98360485,25,29.565230545647868,10.625
BONFIM,MINAS GERAIS,Mata Atlântica,-20.30758,-44.2224425,515,0.9976121,25,30.09613910200221,5.652027027027027
BONFIM,RORAIMA,Amazônia,2.929710550847458,-60.12091250423729,515,0.9976121,25,30.09613910200221,5.652027027027027
BONFINÓPOLIS DE MINAS,MINAS GERAIS,Cerrado,-16.504061999999998,-46.192368,516,0.9821967,25,29.139878053327248,8.7
BONINAL,BAHIA,Caatinga,-12.8148575,-41.7749225,517,0.9585425,25,35.64884533493461,16.5
BONITO,BAHIA,Caatinga,-11.986382,-41.34869,518,0.9979534,25,26.866298326097798,4.679245283018868
BONITO,MATO GROSSO DO SUL,Cerrado,-20.89365827586207,-56.487710724137926,518,0.9979534,25,26.866298326097798,4.679245283018868
BONITO,PARÁ,Amazônia,-1.3885118181818183,-47.32563636363636,518,0.9979534,25,26.866298326097798,4.679245283018868
BONITO,PERNAMBUCO,Mata Atlântica,-8.51166,-35.64741,518,0.9979534,25,26.866298326097798,4.679245283018868
BONITO DE MINAS,MINAS GERAIS,Cerrado,-14.899837391304347,-44.98769604347826,519,0.9813054,25,30.84137321304117,11.175
BONITO DE SANTA FÉ,PARAÍBA,Caatinga,-7.3020625,-38.499115,520,0.9842554,25,30.293934819059025,6.125
BONÓPOLIS,GOIÁS,Cerrado,-13.566173333333333,-49.702663333333334,521,0.001373059,25,33.35507412123429,2.3
BOQUEIRÃO,PARAÍBA,Caatinga,-7.5585,-36.17791,522,0.9999981,25,18.093829501197497,17.5
BOQUEIRÃO DO PIAUÍ,PIAUÍ,Caatinga,-4.53307,-42.055935,523,0.9615126,25,19.83620199335834,5.875
BOQUIRA,BAHIA,Caatinga,-12.75073,-42.69087285714286,524,0.97130156,25,39.8292886779211,5.714285714285714
BORACÉIA,SÃO PAULO,Mata Atlântica,-22.17993,-48.81778,525,0.9790259,25,42.48659833615272,10.0
BORBA,AMAZONAS,Amazônia,-5.193361559633027,-59.789331027522934,526,0.99728537,25,31.285086284645747,5.870689655172414
BORBOREMA,SÃO PAULO,Cerrado,-21.558555,-49.013275,527,0.9773769,25,20.211549203670664,6.25
BOSSOROCA,RIO GRANDE DO SUL,Pampa,-28.6145,-55.2311,528,0.0019463531,25,39.529811621158,2.0
BOTELHOS,MINAS GERAIS,Mata Atlântica,-21.68959,-46.42125,529,0.9999987,25,10.384136872736942,16.0
BOTUCATU,SÃO PAULO,Cerrado,-22.8146438125,-48.4940724375,530,0.9872113,25,23.36730937605055,4.5
BOTUMIRIM,MINAS GERAIS,Cerrado,-16.91414,-42.97709636363636,531,0.9924452,25,32.10703443959215,11.8
BOTUPORÃ,BAHIA,Caatinga,-13.34838,-42.52891114285715,532,0.9556276,25,38.28106087453816,5.166666666666667
BOTUVERÁ,SANTA CATARINA,Mata Atlântica,-27.23629,-49.04102,533,0.0006614462,25,38.53965090966064,1.5
BRAGANEY,PARANÁ,Mata Atlântica,-24.8484,-53.17957,534,0.0037610964,25,21.95624531925643,2.0
BRAGANÇA,PARÁ,Amazônia,-1.2596149122807019,-46.773855070175436,535,0.99764496,25,28.84901198172473,6.6938775510204085
BRAGANÇA PAULISTA,SÃO PAULO,Mata Atlântica,-22.90219125,-46.56843125,536,0.9809777,25,29.916526104945465,4.9375
BRANQUINHA,ALAGOAS,Mata Atlântica,-9.23668,-36.034215,537,0.97713006,25,29.59417029107532,18.5
BRASIL NOVO,PARÁ,Amazônia,-3.074081030927835,-52.60600918556701,538,0.99751556,25,30.54183690493347,3.1216216216216215
BRASILEIRA,PIAUÍ,Caatinga,-4.152914166666666,-41.67900083333333,539,0.9833009,25,30.95785067016842,4.863636363636363
BRASILÂNDIA,MATO GROSSO DO SUL,Cerrado,-21.081255,-52.225944999999996,540,0.000592215,25,30.659708407670237,1.875
BRASILÂNDIA,MATO GROSSO DO SUL,Mata Atlântica,-21.305705,-52.010075,540,0.000592215,25,30.659708407670237,1.875
BRASILÂNDIA DE MINAS,MINAS GERAIS,Cerrado,-16.974993447368423,-45.860626026315785,541,0.9868607,25,27.050857095657474,25.153846153846153
BRASILÂNDIA DO SUL,PARANÁ,Mata Atlântica,-24.09395,-53.5116,542,0.9843329,25,23.921812411274644,4.0
BRASILÂNDIA DO TOCANTINS,TOCANTINS,Amazônia,-8.2858,-48.6227,543,0.9852297,25,25.386599430200548,23.458333333333332
BRASILÂNDIA DO TOCANTINS,TOCANTINS,Cerrado,-8.301788235294119,-48.40326352941176,543,0.9852297,25,25.386599430200548,23.458333333333332
BRASILÉIA,ACRE,Amazônia,-10.705438760330578,-69.19866867768594,544,0.0064522647,25,32.76975802795237,2.6066666666666665
BRASNORTE,MATO GROSSO,Amazônia,-12.336598685920578,-57.86882955956679,545,0.9900135,25,30.85465126253607,10.640625
BRASNORTE,MATO GROSSO,Cerrado,-12.611432578125001,-58.171551453125,545,0.9900135,25,30.85465126253607,10.640625
BRASÍLIA,DISTRITO FEDERAL,Cerrado,-15.785209333333333,-47.90577451851852,546,0.9870782,25,33.358138490103755,30.623655913978496
BRASÍLIA DE MINAS,MINAS GERAIS,Cerrado,-16.11315,-44.27016,547,0.9895614,25,24.155742744364854,60.5
BRAÇO DO NORTE,SANTA CATARINA,Mata Atlântica,-28.2453,-49.10886,548,0.0004668383,25,44.39339847210845,1.0
BRAÚNA,SÃO PAULO,Mata Atlântica,-21.589496333333333,-50.352580666666675,549,0.9818413,25,42.382545251795186,11.5
BRAÚNAS,MINAS GERAIS,Mata Atlântica,-19.10428,-42.71070666666666,550,0.9818263,25,27.75997169897222,43.0
BREJETUBA,ESPÍRITO SANTO,Mata Atlântica,-20.141345,-41.331595,551,0.96338284,25,36.75557017806575,43.5
BREJINHO,PERNAMBUCO,Caatinga,-7.376844999999999,-37.32216,552,0.97788185,25,28.84609285532323,20.75
BREJINHO DE NAZARÉ,TOCANTINS,Cerrado,-11.1076996875,-48.60946315625,553,0.98986804,25,31.517173588445996,11.12
BREJO,MARANHÃO,Cerrado,-3.674505238095238,-42.80481666666667,554,0.9900135,25,30.653797703607534,10.0
BREJO DA MADRE DE DEUS,PERNAMBUCO,Caatinga,-8.133798333333333,-36.312125,555,0.9816476,25,22.771570820328993,16.7
BREJO DE AREIA,MARANHÃO,Amazônia,-4.363626219512195,-45.69269058536585,556,0.99802893,25,32.32654202149478,7.833333333333333
BREJO DE AREIA,MARANHÃO,Cerrado,-4.461133333333334,-45.63638,556,0.99802893,25,32.32654202149478,7.833333333333333
BREJO DO CRUZ,PARAÍBA,Caatinga,-6.355336666666666,-37.51743666666667,557,0.9844073,25,28.854765232055428,21.0
BREJO DO PIAUÍ,PIAUÍ,Caatinga,-8.204588666666668,-42.72054333333333,558,0.9844073,25,28.582058189393166,17.32608695652174
BREJO DOS SANTOS,PARAÍBA,Caatinga,-6.41499,-37.90095,559,0.9992987,25,17.382846558279603,2.5
BREJO GRANDE,SERGIPE,Mata Atlântica,-10.47799,-36.54688,560,0.9748775,25,38.8649592412996,6.0
BREJO GRANDE DO ARAGUAIA,PARÁ,Amazônia,-5.715514285714286,-48.42852857142857,561,0.018196438,25,32.076123769528394,2.642857142857143
BREJO SANTO,CEARÁ,Caatinga,-7.532995,-38.8873,562,0.97858626,25,21.812056474116478,14.333333333333334
BREJOLÂNDIA,BAHIA,Cerrado,-12.474345507246376,-43.751066072463765,563,0.98986804,25,31.687252507860716,13.719298245614034
BREJÕES,BAHIA,Mata Atlântica,-13.104105,-39.7880275,564,0.9999987,25,15.086902959289668,9.0
BREU BRANCO,PARÁ,Amazônia,-3.6149705319148935,-49.32920767021276,565,0.99751556,25,30.75271253935721,5.8125
BREVES,PARÁ,Amazônia,-1.4623451923076922,-50.4218625,566,0.9973386,25,29.035931900664618,4.677777777777778
BRITÂNIA,GOIÁS,Cerrado,-15.030249523809525,-51.23212147619047,567,0.9748166,25,34.60803399263252,32.15625
BROCHIER,RIO GRANDE DO SUL,Mata Atlântica,-29.54762,-51.619695,568,0.00089117466,25,26.778377519808643,1.75
BRODOWSKI,SÃO PAULO,Cerrado,-21.0483718,-47.612960199999996,569,0.96824306,25,38.52744733922374,15.9
BROTAS,SÃO PAULO,Cerrado,-22.187223685714287,-48.052406371428575,570,0.9809671,25,31.023900987909876,6.0
BROTAS DE MACAÚBAS,BAHIA,Caatinga,-12.129430000000001,-42.39207333333333,571,0.9716439,25,30.798386575143784,13.0
BRUMADINHO,MINAS GERAIS,Mata Atlântica,-20.1716625,-44.10532445,572,0.9841651,25,26.661698987130933,28.375
BRUMADO,BAHIA,Caatinga,-14.152512121212121,-41.710388787878784,573,0.98372525,25,27.767921702349962,15.3125
BRÁS PIRES,MINAS GERAIS,Mata Atlântica,-20.8744725,-43.238635,574,0.96338284,25,36.2303586997725,22.875
BUENÓPOLIS,MINAS GERAIS,Cerrado,-17.90961580645161,-44.1210535483871,575,0.98251337,25,29.158264576219604,29.333333333333332
BUERAREMA,BAHIA,Mata Atlântica,-15.027785,-39.279655000000005,576,0.0012255231,25,28.333669968209758,2.0
BUJARI,ACRE,Amazônia,-9.519693372093023,-68.18003267441861,577,0.006203467,25,29.74926300552896,2.9411764705882355
BUJARU,PARÁ,Amazônia,-1.6451885416666665,-48.08958729166667,578,0.015623424,25,28.663031443208418,2.5833333333333335
BURI,SÃO PAULO,Mata Atlântica,-23.755845,-48.59094,579,0.96456635,25,44.16368451169964,11.25
BURITAMA,SÃO PAULO,Mata Atlântica,-21.068053333333335,-50.19151333333334,580,0.9614541,25,36.67155073965289,6.0
BURITI,MARANHÃO,Caatinga,-3.943365,-42.82937166666667,581,0.9922654,25,32.56729082703183,8.65
BURITI,MARANHÃO,Cerrado,-3.896276666666667,-43.06787333333333,581,0.9922654,25,32.56729082703183,8.65
BURITI ALEGRE,GOIÁS,Cerrado,-18.112993999999997,-49.084044,582,0.98236394,25,27.142546846869273,12.928571428571429
BURITI ALEGRE,GOIÁS,Mata Atlântica,-18.18064,-49.06389,582,0.98236394,25,27.142546846869273,12.928571428571429
BURITI BRAVO,MARANHÃO,Cerrado,-5.77000548,-43.81321458,583,0.9905629,25,28.52344400303391,13.36969696969697
BURITI DE GOIÁS,GOIÁS,Cerrado,-16.1,-50.418414999999996,584,0.0004937346,25,35.80776461031641,2.0
BURITI DO TOCANTINS,TOCANTINS,Amazônia,-5.316355,-48.178655,585,0.9965514,25,26.713962565835278,7.214285714285714
BURITI DO TOCANTINS,TOCANTINS,Cerrado,-5.28576,-48.118992000000006,585,0.9965514,25,26.713962565835278,7.214285714285714
BURITI DOS LOPES,PIAUÍ,Caatinga,-3.2407446153846156,-41.79201153846154,586,0.9924452,25,32.09564491728067,12.647058823529411
BURITI DOS LOPES,PIAUÍ,Cerrado,-3.203604,-41.895418,586,0.9924452,25,32.09564491728067,12.647058823529411
BURITI DOS MONTES,PIAUÍ,Caatinga,-5.189962947368421,-41.15933863157895,587,0.9848251,25,29.985337853356132,19.53676470588235
BURITICUPU,MARANHÃO,Amazônia,-4.539895740932643,-46.385080953367876,588,0.99764496,25,28.903780808790124,14.880952380952381
BURITINÓPOLIS,GOIÁS,Cerrado,-14.42622,-46.371662,589,0.98266566,25,26.375508557559233,33.1
BURITIRAMA,BAHIA,Caatinga,-10.636215,-43.37987,590,0.9809671,25,30.57375258086442,31.941176470588236
BURITIRAMA,BAHIA,Cerrado,-10.548330408163267,-43.60728659183673,590,0.9809671,25,30.57375258086442,31.941176470588236
BURITIRANA,MARANHÃO,Amazônia,-5.4128,-47.0453505,591,0.9852095,25,24.8725569171229,4.0
BURITIRANA,MARANHÃO,Cerrado,-5.53295,-47.08234857142857,591,0.9852095,25,24.8725569171229,4.0
BURITIS,MINAS GERAIS,Cerrado,-15.520818787878786,-46.56592121212122,592,0.9959602,25,32.47007045587968,12.155844155844155
