municipio,estado,bioma,latitude,longitude,municipio_y,probabilidade,semana,precipitacao_total,dias_sem_chuva_max
ABADIA DE GOIÁS,GOIÁS,Cerrado,-16.73377,-49.43576,0,0.98404247,25,28.065699797522456,14.5
ABADIA DOS DOURADOS,MINAS GERAIS,Cerrado,-18.323636,-47.447717999999995,1,0.9873093,25,33.08878969548547,20.8
ABADIÂNIA,GOIÁS,Cerrado,-16.153771666666668,-48.86718666666667,2,0.98584855,25,27.4100379563905,25.583333333333332
ABAETETUBA,PARÁ,Amazônia,-1.7832235,-48.7532105,3,0.9975038,25,25.385415902696753,3.3157894736842106
ABAETÉ,MINAS GERAIS,Cerrado,-19.060281428571425,-45.35804714285714,4,0.9909718,25,22.745217781500255,12.428571428571429
ABAIARA,CEARÁ,Caatinga,-7.371599000000001,-39.028936,5,0.9830595,25,31.895201014198264,13.055555555555555
ABATIÁ,PARANÁ,Mata Atlântica,-23.35646,-50.37598,6,0.99936897,25,15.10620416916634,0.0
ABAÍRA,BAHIA,Caatinga,-13.286106666666667,-41.86135,7,0.9837789,25,25.18234382219784,18.666666666666668
ABDON BATISTA,SANTA CATARINA,Mata Atlântica,-27.589586666666666,-51.07960966666667,8,0.9767869,25,33.72090573973482,4.833333333333333
ABEL FIGUEIREDO,PARÁ,Amazônia,-4.952331052631579,-48.44079210526316,9,0.9956262,25,25.399147907708013,4.842105263157895
ABELARDO LUZ,SANTA CATARINA,Mata Atlântica,-26.53805,-52.10325,10,0.00035366794,25,36.96837484176463,2.0
ABRE CAMPO,MINAS GERAIS,Mata Atlântica,-20.22364,-42.46671666666666,11,0.975859,25,43.649621799855225,40.833333333333336
ABREU E LIMA,PERNAMBUCO,Mata Atlântica,-7.89446,-35.03796,12,0.99999833,25,15.859871929699985,6.0
ABREULÂNDIA,TOCANTINS,Cerrado,-9.500304822580645,-49.28092672580645,13,0.98639685,25,34.630942038109396,17.142857142857142
ACAIACA,MINAS GERAIS,Mata Atlântica,-20.418995000000002,-43.086695000000006,14,0.979512,25,30.924992015003507,5.5
ACAJUTIBA,BAHIA,Caatinga,-11.62176,-38.04987,15,0.9772251,25,47.200764791859626,7.5
ACARAPE,CEARÁ,Caatinga,-4.18506,-38.69422,16,0.9794057,25,27.465240120906582,31.5
ACARAÚ,CEARÁ,Caatinga,-2.97727,-40.07138505555556,17,0.98185664,25,27.927133895420404,5.970588235294118
ACARI,RIO GRANDE DO NORTE,Caatinga,-6.517175,-36.74323,18,0.97176313,25,29.10604125543421,8.25
ACARÁ,PARÁ,Amazônia,-2.1319821487603305,-48.43306305785124,19,0.9973386,25,29.22383851763968,3.349673202614379
ACAUÃ,PIAUÍ,Caatinga,-8.346953846153845,-41.079690769230766,20,0.9601209,25,34.9602533805331,29.576923076923077
ACEGUÁ,RIO GRANDE DO SUL,Pampa,-31.585395,-53.97603,21,0.99093354,25,31.271834934511745,3.75
ACOPIARA,CEARÁ,Caatinga,-6.126193692307692,-39.49161892307692,22,0.9873461,25,31.969755599119146,18.306122448979593
ACORIZAL,MATO GROSSO,Cerrado,-15.196483333333333,-56.24098733333334,23,0.97710925,25,34.24863101656704,28.0
ACRELÂNDIA,ACRE,Amazônia,-9.931225999999999,-66.8969325,24,0.9949108,25,30.966974540191142,5.378378378378378
ACREÚNA,GOIÁS,Cerrado,-17.465149444444442,-50.291075000000006,25,0.9917331,25,27.481041868238474,12.384615384615385
ADOLFO,SÃO PAULO,Mata Atlântica,-21.26779,-49.65125,26,0.99999833,25,15.709939934040786,5.5
ADRIANÓPOLIS,PARANÁ,Mata Atlântica,-24.72961153846154,-48.854629230769234,27,0.9847445,25,33.51576877787719,4.083333333333333
ADUSTINA,BAHIA,Caatinga,-10.58269,-37.95284,28,0.99999905,25,18.04389535266965,4.5
AFOGADOS DA INGAZEIRA,PERNAMBUCO,Caatinga,-7.7369216666666665,-37.59681666666666,29,0.9833009,25,31.082310727524206,7.666666666666667
AFONSO BEZERRA,RIO GRANDE DO NORTE,Caatinga,-5.4329350000000005,-36.66516,30,0.9787209,25,34.18358089427758,20.75
AFONSO CLÁUDIO,ESPÍRITO SANTO,Mata Atlântica,-20.099926666666665,-41.08917,31,0.9825988,25,28.239598821289594,7.666666666666667
AFONSO CUNHA,MARANHÃO,Cerrado,-4.201172,-43.2616765,32,0.97096,25,37.584007536180366,11.475
AFRÂNIO,PERNAMBUCO,Caatinga,-8.63132125,-40.998583375,33,0.976891,25,32.45853407968096,25.982758620689655
AFUÁ,PARÁ,Amazônia,-0.046157647058823525,-50.59717652941177,34,0.9972537,25,28.102318573590715,5.428571428571429
AGRESTINA,PERNAMBUCO,Caatinga,-8.41973,-35.96054,35,0.989298,25,22.694435862013588,3.5
AGRICOLÂNDIA,PIAUÍ,Caatinga,-5.770582857142857,-42.655294285714284,36,0.9779458,25,32.52073481281418,3.9166666666666665
AGUANIL,MINAS GERAIS,Cerrado,-20.94684,-45.45031,37,0.97414327,25,45.49385909937605,42.5
AGUAÍ,SÃO PAULO,Cerrado,-22.07935,-47.01942714285714,38,0.9870956,25,26.686629469298285,6.3125
AGUAÍ,SÃO PAULO,Mata Atlântica,-21.99167,-47.19937,38,0.9870956,25,26.686629469298285,6.3125
AGUDO,RIO GRANDE DO SUL,Mata Atlântica,-29.660825,-53.321425,39,0.99227285,25,26.778787987831766,3.5
AGUDOS,SÃO PAULO,Cerrado,-22.559426086956524,-49.080010869565214,40,0.9929594,25,33.24003811254121,7.029411764705882
AGUIAR,PARAÍBA,Caatinga,-7.0799525,-38.25112,41,0.9556276,25,37.95793403117567,14.875
AGUIARNÓPOLIS,TOCANTINS,Cerrado,-6.497333333333334,-47.49990316666666,42,0.99095106,25,24.62818076785999,4.454545454545454
AIMORÉS,MINAS GERAIS,Mata Atlântica,-19.55325,-41.27977,43,0.9506945,25,19.660332522958974,3.75
AIUABA,CEARÁ,Caatinga,-6.624227647058824,-40.19539588235294,44,0.9844073,25,28.829916876859283,29.066666666666666
AIURUOCA,MINAS GERAIS,Mata Atlântica,-22.081329999999998,-44.66277333333333,45,0.984917,25,32.49058576977142,5.5
ALAGOA,MINAS GERAIS,Mata Atlântica,-22.16042,-44.59938,46,0.965943,25,37.43745594007629,8.5
ALAGOA GRANDE,PARAÍBA,Caatinga,-7.07831,-35.64828,47,0.9844073,25,28.843131047728352,5.875
ALAGOINHA,PARAÍBA,Caatinga,-6.9164,-35.57038,48,0.98555493,25,24.049126437650802,5.166666666666667
ALAGOINHA,PERNAMBUCO,Caatinga,-8.43265,-36.713674999999995,48,0.98555493,25,24.049126437650802,5.166666666666667
ALAGOINHA DO PIAUÍ,PIAUÍ,Caatinga,-6.892305,-40.87232316666667,49,0.976891,25,32.52868933608501,24.083333333333332
ALAGOINHAS,BAHIA,Mata Atlântica,-12.136973999999999,-38.369817999999995,50,0.98450756,25,34.19986152323186,7.7
ALCINÓPOLIS,MATO GROSSO DO SUL,Cerrado,-18.183536153846152,-53.46129961538462,51,0.9809671,25,30.71639086776633,17.153846153846153
ALCOBAÇA,BAHIA,Mata Atlântica,-17.407587692307693,-39.40392376923077,52,0.9810775,25,28.61415817934322,6.181818181818182
ALCÂNTARA,MARANHÃO,Amazônia,-2.4027950000000002,-44.5292925,53,0.99752206,25,29.303523078618024,9.1875
ALCÂNTARAS,CEARÁ,Caatinga,-3.62593,-40.51292,54,0.94946414,25,44.068124775428636,46.0
ALDEIAS ALTAS,MARANHÃO,Cerrado,-4.4989995256916995,-43.358542094861654,55,0.99107236,25,29.918097943540978,11.667883211678832
ALEGRE,ESPÍRITO SANTO,Mata Atlântica,-20.73547375,-41.572987499999996,56,0.97721624,25,24.874555436635735,11.071428571428571
ALEGRETE,RIO GRANDE DO SUL,Pampa,-29.601205454545457,-55.996013636363635,57,0.9892937,25,30.10387961502503,3.5
ALEGRETE DO PIAUÍ,PIAUÍ,Caatinga,-7.244295,-40.8315975,58,0.0019506884,25,26.625344434032904,2.75
ALENQUER,PARÁ,Amazônia,-1.6191205653710248,-54.85069397526502,59,0.013596384,25,31.67937932346384,2.4035087719298245
ALEXÂNIA,GOIÁS,Cerrado,-16.070054,-48.541248,60,0.9809671,25,30.455244974097706,14.4
ALFENAS,MINAS GERAIS,Mata Atlântica,-21.461408333333335,-45.95670333333334,61,0.98183477,25,32.990497107228556,7.4
ALFREDO CHAVES,ESPÍRITO SANTO,Mata Atlântica,-20.51276,-40.92093,62,0.98179215,25,23.67151305834944,7.0
ALFREDO WAGNER,SANTA CATARINA,Mata Atlântica,-27.637573333333332,-49.383826666666664,63,0.0014630257,25,26.896949295551007,2.8333333333333335
ALHANDRA,PARAÍBA,Mata Atlântica,-7.336296,-34.93947,64,0.96861,25,35.348112789530674,5.9
ALIANÇA,PERNAMBUCO,Mata Atlântica,-7.575703333333333,-35.14320333333333,65,0.97205,25,39.01733181107509,14.75
ALIANÇA DO TOCANTINS,TOCANTINS,Cerrado,-11.3320990625,-48.89116034375,66,0.984914,25,27.786971518755376,8.964285714285714
ALMADINA,BAHIA,Mata Atlântica,-14.70926,-39.631906666666666,67,0.9878241,25,28.54222267381361,16.666666666666668
ALMAS,TOCANTINS,Cerrado,-11.42871595,-47.257343345,68,0.98964053,25,29.168592331137173,24.543478260869566
ALMEIRIM,PARÁ,Amazônia,-1.2204954907161805,-52.930087533156495,69,0.9973386,25,28.948246390272512,5.328671328671328
ALMENARA,MINAS GERAIS,Mata Atlântica,-16.096621904761907,-40.76468047619048,70,0.98928064,25,29.89356813505634,8.694444444444445
ALMINO AFONSO,RIO GRANDE DO NORTE,Caatinga,-6.1488949999999996,-37.76214,71,0.9794056,25,26.057081179381903,10.25
ALMIRANTE TAMANDARÉ,PARANÁ,Mata Atlântica,-25.28098,-49.273179999999996,72,0.0012297285,25,32.23344670176203,2.5
ALPERCATA,MINAS GERAIS,Mata Atlântica,-18.98016,-42.014088,73,0.97946244,25,22.810863831929662,16.375
ALPINÓPOLIS,MINAS GERAIS,Cerrado,-20.7991175,-46.3634175,74,0.9667549,25,36.064242660757564,32.166666666666664
ALPINÓPOLIS,MINAS GERAIS,Mata Atlântica,-20.920735,-46.39899,74,0.9667549,25,36.064242660757564,32.166666666666664
ALTA FLORESTA,MATO GROSSO,Amazônia,-9.922973946969696,-56.34777792424243,75,0.99752206,25,29.366431078936063,16.60958904109589
ALTA FLORESTA D'OESTE,RONDÔNIA,Amazônia,-12.788907023809523,-62.45936293452381,76,0.9954775,25,33.001894896632,3.0
ALTAIR,SÃO PAULO,Cerrado,-20.532277272727274,-49.13929,77,0.9906036,25,27.58454696943528,13.214285714285714
ALTAIR,SÃO PAULO,Mata Atlântica,-20.47461,-49.19885,77,0.9906036,25,27.58454696943528,13.214285714285714
ALTAMIRA,PARÁ,Amazônia,-7.23566873442623,-54.42869936748634,78,0.99702615,25,33.594119555770625,12.572700296735905
ALTAMIRA DO MARANHÃO,MARANHÃO,Amazônia,-4.10266,-45.512046142857145,79,0.99580103,25,27.416872253219392,6.222222222222222
ALTANEIRA,CEARÁ,Caatinga,-6.98753,-39.66206,80,0.9697515,25,29.633607893184795,32.0
ALTEROSA,MINAS GERAIS,Mata Atlântica,-21.24084,-46.169275,81,0.98578215,25,33.057389260019264,7.75
ALTINHO,PERNAMBUCO,Caatinga,-8.54627,-36.21024,82,0.97418845,25,32.905743783668015,4.25
ALTINÓPOLIS,SÃO PAULO,Cerrado,-20.99419425,-47.3789768,83,0.9809671,25,30.646149284777263,11.857142857142858
ALTO ALEGRE,RORAIMA,Amazônia,3.007240541871921,-61.64498185714286,84,0.99816376,25,32.08451516605957,5.976744186046512
ALTO ALEGRE,SÃO PAULO,Mata Atlântica,-21.628094,-50.14185,84,0.99816376,25,32.08451516605957,5.976744186046512
ALTO ALEGRE DO MARANHÃO,MARANHÃO,Cerrado,-4.2135404761904764,-44.398553904761904,85,0.98522854,25,32.60315049865453,6.25
ALTO ALEGRE DO PINDARÉ,MARANHÃO,Amazônia,-3.8877214285714286,-46.0248035952381,86,0.99751556,25,30.788939335218735,6.031746031746032
ALTO ALEGRE DOS PARECIS,RONDÔNIA,Amazônia,-12.923739705882353,-62.05542061764706,87,0.0057606534,25,29.53239461339216,2.159090909090909
ALTO ARAGUAIA,MATO GROSSO,Cerrado,-17.678056364406782,-53.57104041525424,88,0.98639685,25,34.58017137744872,25.862068965517242
ALTO BOA VISTA,MATO GROSSO,Amazônia,-11.814665849056603,-51.81807471698113,89,0.99728537,25,31.483430174806195,30.583333333333332
ALTO BOA VISTA,MATO GROSSO,Cerrado,-11.80626325,-51.558094249999996,89,0.99728537,25,31.483430174806195,30.583333333333332
ALTO CAPARAÓ,MINAS GERAIS,Mata Atlântica,-20.49774,-41.92078,90,0.999313,25,17.17551245769291,0.0
ALTO DO RODRIGUES,RIO GRANDE DO NORTE,Caatinga,-5.3811800000000005,-36.819829999999996,91,0.976839,25,24.38165961305903,22.5
ALTO FELIZ,RIO GRANDE DO SUL,Mata Atlântica,-29.3787,-51.28433,92,0.00076357677,25,20.976218043713246,1.0
ALTO GARÇAS,MATO GROSSO,Cerrado,-16.99160090909091,-53.65881945454546,93,0.9749101,25,34.35218717984255,15.26
ALTO HORIZONTE,GOIÁS,Cerrado,-14.18819,-49.33732,94,0.9875513,25,21.537343933168938,3.0
ALTO JEQUITIBÁ,MINAS GERAIS,Mata Atlântica,-20.4266715,-41.912535166666665,95,0.9835528,25,28.69788070507775,11.166666666666666
ALTO LONGÁ,PIAUÍ,Caatinga,-5.4204805,-42.20294195,96,0.976891,25,32.397726248250095,12.86111111111111
ALTO PARAGUAI,MATO GROSSO,Amazônia,-14.821141333333333,-56.791790666666664,97,0.98264503,25,29.776666863760266,40.6875
ALTO PARAGUAI,MATO GROSSO,Cerrado,-14.75703708737864,-56.602973689320386,97,0.98264503,25,29.776666863760266,40.6875
ALTO PARANÁ,PARANÁ,Mata Atlântica,-23.126134,-52.333997999999994,98,0.9841651,25,26.60817517762939,3.0
ALTO PARAÍSO,PARANÁ,Mata Atlântica,-23.553889428571427,-53.94072457142857,99,0.9975325,25,31.837551232798962,8.641666666666667
ALTO PARAÍSO,RONDÔNIA,Amazônia,-9.55953671875,-63.418896859375,99,0.9975325,25,31.837551232798962,8.641666666666667
ALTO PARAÍSO DE GOIÁS,GOIÁS,Cerrado,-14.182033913043478,-47.546710434782604,100,0.9787946,25,31.412036728455384,15.757575757575758
ALTO PARNAÍBA,MARANHÃO,Cerrado,-9.56241201040119,-46.18026262852898,101,0.99034953,25,29.45193286099072,24.578544061302683
ALTO PIQUIRI,PARANÁ,Mata Atlântica,-23.99221,-53.44974,102,0.97953206,25,24.64122586246819,3.0
ALTO RIO DOCE,MINAS GERAIS,Mata Atlântica,-21.004384545454545,-43.37344818181818,103,0.97719395,25,30.495478909026257,12.772727272727273
ALTO RIO NOVO,ESPÍRITO SANTO,Mata Atlântica,-19.04285,-41.02155,104,0.9740384,25,48.50598839325205,57.5
ALTO SANTO,CEARÁ,Caatinga,-5.536911818181818,-38.079651818181816,105,0.9787911,25,33.541208379321134,15.045454545454545
ALTO TAQUARI,MATO GROSSO,Cerrado,-17.837573125,-53.33545125,106,0.98264486,25,30.910267451998067,39.458333333333336
ALTOS,PIAUÍ,Caatinga,-5.0042075,-42.4586875,107,0.9727965,25,28.218009575243812,7.230769230769231
ALTOS,PIAUÍ,Cerrado,-4.95645,-42.59441,107,0.9727965,25,28.218009575243812,7.230769230769231
ALTÔNIA,PARANÁ,Mata Atlântica,-23.903621666666666,-54.04867277777778,108,0.9788219,25,30.399573466480547,3.3157894736842106
ALUMÍNIO,SÃO PAULO,Mata Atlântica,-23.550386,-47.266114,109,0.9846736,25,27.097280895965884,4.625
ALVARENGA,MINAS GERAIS,Mata Atlântica,-19.37773,-41.60963,110,0.98090476,25,41.765672020852406,28.0
ALVARÃES,AMAZONAS,Amazônia,-3.413657804878049,-64.9724687804878,111,0.00546754,25,32.55324587036602,1.846774193548387
ALVINÓPOLIS,MINAS GERAIS,Mata Atlântica,-20.09046,-43.01266,112,0.0003849033,25,38.22751466831665,2.0
ALVORADA,TOCANTINS,Cerrado,-12.481287142857143,-49.12952714285715,113,0.98348457,25,32.676541915172564,26.142857142857142
ALVORADA D'OESTE,RONDÔNIA,Amazônia,-11.334538205128204,-62.67878253846153,114,0.99510795,25,30.35402783289774,17.40740740740741
ALVORADA DE MINAS,MINAS GERAIS,Mata Atlântica,-18.796105,-43.417835,115,0.9841651,25,27.073984411675138,60.5
ALVORADA DO GURGUÉIA,PIAUÍ,Caatinga,-8.462184285714285,-43.88629985714285,116,0.98669004,25,34.2164226364278,14.204918032786885
ALVORADA DO GURGUÉIA,PIAUÍ,Cerrado,-8.483450517241378,-44.00305385344828,116,0.98669004,25,34.2164226364278,14.204918032786885
ALVORADA DO NORTE,GOIÁS,Cerrado,-14.59820125,-46.61865379166667,117,0.9867343,25,33.53449155382756,5.225
ALVORADA DO SUL,PARANÁ,Mata Atlântica,-22.840822857142857,-51.24173428571429,118,0.0010428444,25,32.38540839526083,2.2142857142857144
ALÉM PARAÍBA,MINAS GERAIS,Mata Atlântica,-21.847335,-42.74499,119,0.9521996,25,18.986003942380393,14.0
AMAJARI,RORAIMA,Amazônia,3.7773743478260866,-61.51821247584541,120,0.99751556,25,30.675126618015053,5.75531914893617
AMAMBAI,MATO GROSSO DO SUL,Mata Atlântica,-23.122742727272726,-55.03382363636364,121,0.98233277,25,35.797455814577674,4.25
AMAPORÃ,PARANÁ,Mata Atlântica,-23.085656666666665,-52.827976666666665,122,0.9854886,25,33.64660586058835,3.1666666666666665
AMAPÁ,AMAPÁ,Amazônia,1.735540412371134,-50.579550391752576,123,0.99751556,25,30.993049257748087,7.473214285714286
AMAPÁ DO MARANHÃO,MARANHÃO,Amazônia,-1.6710892307692309,-45.90162461538462,124,0.9975325,25,31.619648819882155,4.604166666666667
AMARAJI,PERNAMBUCO,Mata Atlântica,-8.403305,-35.489239999999995,125,0.9757757,25,38.92499319792418,16.0
AMARAL FERRADOR,RIO GRANDE DO SUL,Pampa,-30.7944375,-52.339,126,0.001666365,25,29.041930746711763,2.625
AMARALINA,GOIÁS,Cerrado,-13.783607777777778,-49.66381777777778,127,0.0012277921,25,31.992223903960582,2.5
AMARANTE,PIAUÍ,Caatinga,-6.381682166666667,-42.78622683333333,128,0.97176313,25,29.061066677100108,12.740384615384615
AMARANTE,PIAUÍ,Cerrado,-6.3255300000000005,-42.848029999999994,128,0.97176313,25,29.061066677100108,12.740384615384615
AMARANTE DO MARANHÃO,MARANHÃO,Amazônia,-5.091830000000001,-46.61259518181818,129,0.98986804,25,31.57706248889786,15.808035714285714
AMARANTE DO MARANHÃO,MARANHÃO,Cerrado,-5.500392380952381,-46.60600701190476,129,0.98986804,25,31.57706248889786,15.808035714285714
AMARGOSA,BAHIA,Mata Atlântica,-13.015775999999999,-39.625756,130,0.99072886,25,32.1531772243294,9.0
AMATURÁ,AMAZONAS,Amazônia,-3.356230833333333,-68.26974833333334,131,0.0063357954,25,32.306846685964885,1.4166666666666667
AMERICANA,SÃO PAULO,Cerrado,-22.711125,-47.320325,132,0.9860708,25,33.493809833126825,6.75
AMERICANO DO BRASIL,GOIÁS,Cerrado,-16.255209999999998,-50.0006825,133,0.9864312,25,22.2883938709515,14.0
AMONTADA,CEARÁ,Caatinga,-3.1772927777777777,-39.780077777777784,134,0.98360485,25,29.39751101831228,24.46875
AMORINÓPOLIS,GOIÁS,Cerrado,-16.672836666666665,-51.119926666666665,135,0.9870956,25,27.152115690241743,19.0
AMPARO,PARAÍBA,Caatinga,-7.51851,-37.01181,136,0.97112244,25,29.528913827311776,6.3076923076923075
AMPARO,SÃO PAULO,Mata Atlântica,-22.67399416666667,-46.79408166666667,136,0.97112244,25,29.528913827311776,6.3076923076923075
AMÉRICA DOURADA,BAHIA,Caatinga,-11.4762,-41.576225,137,0.97644097,25,28.345228420804748,42.625
AMÉRICO DE CAMPOS,SÃO PAULO,Cerrado,-20.24642,-49.753386666666664,138,0.96459633,25,43.98004004516724,12.25
ANAGÉ,BAHIA,Caatinga,-14.5786028125,-40.9433221875,139,0.9697515,25,29.620883132052082,15.45
ANAGÉ,BAHIA,Mata Atlântica,-14.4867375,-40.941477500000005,139,0.9697515,25,29.620883132052082,15.45
ANAHY,PARANÁ,Mata Atlântica,-24.64394,-53.12805,140,0.98512256,25,35.137921560785244,3.0
ANAJATUBA,MARANHÃO,Amazônia,-3.2964016666666667,-44.57340833333333,141,0.9979534,25,26.945385784212863,5.958333333333333
ANAJÁS,PARÁ,Amazônia,-0.796291,-49.985054000000005,142,0.99752206,25,29.456169726957675,3.4
ANALÂNDIA,SÃO PAULO,Cerrado,-22.13621,-47.78633,143,0.0010286488,25,34.31585013650516,1.5
ANAMÃ,AMAZONAS,Amazônia,-3.5453193548387096,-61.62314064516129,144,0.007748374,25,32.03088353936037,2.923076923076923
ANANÁS,TOCANTINS,Amazônia,-6.1274171428571425,-48.222004285714284,145,0.98348457,25,32.85487095019426,7.5
ANANÁS,TOCANTINS,Cerrado,-6.198564666666667,-48.037814366666666,145,0.98348457,25,32.85487095019426,7.5
ANAPU,PARÁ,Amazônia,-3.4205441336633666,-51.38011606683168,146,0.9975325,25,31.592636056950848,5.061855670103093
ANAPURUS,MARANHÃO,Cerrado,-3.526674827586207,-43.10324,147,0.990825,25,28.698731875104638,12.892857142857142
ANASTÁCIO,MATO GROSSO DO SUL,Cerrado,-20.682417599999997,-55.799810799999996,148,0.9906036,25,27.650726792917773,4.1521739130434785
ANAURILÂNDIA,MATO GROSSO DO SUL,Cerrado,-21.95808,-52.94001,149,0.9856074,25,33.924843831554234,4.75
ANAURILÂNDIA,MATO GROSSO DO SUL,Mata Atlântica,-22.190742857142855,-52.84390428571429,149,0.9856074,25,33.924843831554234,4.75
ANCHIETA,ESPÍRITO SANTO,Mata Atlântica,-20.72814,-40.59918,150,0.95368665,25,19.2626411557942,12.0
ANCHIETA,SANTA CATARINA,Mata Atlântica,-26.5362,-53.38448,150,0.95368665,25,19.2626411557942,12.0
ANDARAÍ,BAHIA,Caatinga,-12.666632727272725,-41.24487272727273,151,0.9518958,25,36.03673352978709,22.318181818181817
ANDIRÁ,PARANÁ,Mata Atlântica,-23.064916666666665,-50.249163333333335,152,0.9646771,25,37.25713198224559,8.5
ANDORINHA,BAHIA,Caatinga,-10.242732499999999,-39.9244225,153,0.9815361,25,39.45059066848299,12.875
ANDRADAS,MINAS GERAIS,Mata Atlântica,-22.054411428571427,-46.58228142857143,154,0.98105204,25,25.051223075893404,6.75
ANDRADINA,SÃO PAULO,Mata Atlântica,-20.79258064516129,-51.32418193548387,155,0.9883465,25,30.565323018468078,5.833333333333333
ANDRELÂNDIA,MINAS GERAIS,Mata Atlântica,-21.725685454545456,-44.30832090909091,156,0.97163016,25,35.07613515869961,6.555555555555555
ANDRÉ DA ROCHA,RIO GRANDE DO SUL,Mata Atlântica,-28.614335,-51.431595,157,0.9836406,25,25.41023884376725,4.5
ANGATUBA,SÃO PAULO,Cerrado,-23.444665,-48.556715,158,0.98300767,25,28.86373104759201,4.3
ANGATUBA,SÃO PAULO,Mata Atlântica,-23.462956666666667,-48.49364333333333,158,0.98300767,25,28.86373104759201,4.3
ANGELINA,SANTA CATARINA,Mata Atlântica,-27.55656,-49.162536666666675,159,0.9847445,25,33.45125082705965,3.8333333333333335
ANGICAL,BAHIA,Cerrado,-11.99453842857143,-44.71913355357143,160,0.98959875,25,25.883642557028878,19.4
ANGICAL DO PIAUÍ,PIAUÍ,Caatinga,-6.096335,-42.74704277777778,161,0.9842554,25,30.37948439116134,13.4375
ANGICO,TOCANTINS,Amazônia,-6.5154,-48.01466,162,0.9870956,25,26.59703539734084,4.5
ANGICO,TOCANTINS,Cerrado,-6.3425,-47.88446,162,0.9870956,25,26.59703539734084,4.5
ANGICOS,RIO GRANDE DO NORTE,Caatinga,-5.6339,-36.3707,163,0.9615126,25,18.875555712073023,5.5
ANGÉLICA,MATO GROSSO DO SUL,Mata Atlântica,-22.061542,-53.792792999999996,164,0.00094274484,25,39.16114457264837,2.4375
ANHEMBI,SÃO PAULO,Cerrado,-22.8451925,-48.2361375,165,0.97661,25,34.78089514073943,12.875
ANICUNS,GOIÁS,Cerrado,-16.398008,-49.98675733333333,166,0.96553403,25,36.37467748211065,18.366666666666667
ANITA GARIBALDI,SANTA CATARINA,Mata Atlântica,-27.715035,-51.094075000000004,167,0.0045315605,25,20.08554326002367,2.0
ANITÁPOLIS,SANTA CATARINA,Mata Atlântica,-27.91508,-49.09709,168,0.9817924,25,29.21116203402926,5.0
ANORI,AMAZONAS,Amazônia,-3.849820769230769,-61.701403923076924,169,0.0057606534,25,29.472282275182014,2.1363636363636362
ANTAS,BAHIA,Caatinga,-10.416776666666667,-38.309333333333335,170,0.95150876,25,36.09805288396641,18.0
ANTONINA DO NORTE,CEARÁ,Caatinga,-6.767151111111111,-39.99657444444445,171,0.9842554,25,30.074162632270514,21.5
ANTÔNIO ALMEIDA,PIAUÍ,Cerrado,-7.234309402985075,-44.2023692238806,172,0.98348457,25,32.73015357218474,17.0
ANTÔNIO CARLOS,MINAS GERAIS,Mata Atlântica,-21.379617777777778,-43.808234444444444,173,0.9801737,25,28.1396987929702,14.166666666666666
ANTÔNIO DIAS,MINAS GERAIS,Mata Atlântica,-19.57206434782609,-42.85948304347826,174,0.97721624,25,24.87516830880146,51.71875
ANTÔNIO GONÇALVES,BAHIA,Caatinga,-10.624375,-40.4129675,175,0.98240906,25,29.22636665941214,14.875
ANTÔNIO JOÃO,MATO GROSSO DO SUL,Cerrado,-22.22281218181818,-56.05055248484848,176,0.9806927,25,31.6949702735011,5.275862068965517
ANTÔNIO MARTINS,RIO GRANDE DO NORTE,Caatinga,-6.17765,-37.89102,177,0.000537046,25,36.10779969309668,2.0
ANTÔNIO OLINTO,PARANÁ,Mata Atlântica,-25.921043333333333,-50.06733333333333,178,0.0010521625,25,26.11676301192306,2.5
ANTÔNIO PRADO,RIO GRANDE DO SUL,Mata Atlântica,-28.82845,-51.25719,179,0.0074479464,25,18.94486332514729,2.75
ANÁPOLIS,GOIÁS,Cerrado,-16.30104,-49.008698333333335,180,0.9870129,25,27.65059276851558,21.416666666666668
ANÍSIO DE ABREU,PIAUÍ,Caatinga,-9.188741538461539,-43.03886753846154,181,0.98360485,25,29.415595524706454,14.538461538461538
APARECIDA,PARAÍBA,Caatinga,-6.7942625,-38.062096249999996,182,0.98383915,25,24.788743775361397,11.75
APARECIDA D'OESTE,SÃO PAULO,Mata Atlântica,-20.53903,-50.96632,183,0.0007063325,25,30.782084886458104,1.5
APARECIDA DE GOIÂNIA,GOIÁS,Cerrado,-16.8139725,-49.24145,184,0.96553403,25,36.142774719898384,13.3125
APARECIDA DO RIO DOCE,GOIÁS,Cerrado,-18.257786666666664,-51.26663,185,0.99999917,25,18.247973598888734,6.5
APARECIDA DO RIO NEGRO,TOCANTINS,Cerrado,-9.991920888888888,-48.00462135555556,186,0.99034953,25,29.302342713205817,13.864864864864865
APARECIDA DO TABOADO,MATO GROSSO DO SUL,Cerrado,-20.058373,-51.354351,187,0.97945446,25,29.46682057145794,4.970588235294118
APARECIDA DO TABOADO,MATO GROSSO DO SUL,Mata Atlântica,-20.178004285714284,-51.18604428571428,187,0.97945446,25,29.46682057145794,4.970588235294118
APIACÁ,ESPÍRITO SANTO,Mata Atlântica,-21.04268,-41.51485,188,0.97586924,25,49.68791471456172,35.5
APIACÁS,MATO GROSSO,Amazônia,-9.245213881700554,-57.65250754713493,189,0.99816376,25,31.93028405957225,14.208588957055214
APIAÍ,SÃO PAULO,Mata Atlântica,-24.453339999999997,-48.939415,190,0.9835097,25,27.53760550922499,8.25
